ProductKey,Fecha de Orden,Fecha de Vencimiento,Fecha de Entrega,Llave de Cliente,NombreCompletoCliente,Numero de Orden,Monto de Venta
214,20230612,20230624,20230619,26876,Holly Lopez,SO60039,34.99
214,20231206,20231218,20231213,26877,Damien Nara,SO72471,34.99
214,20230608,20230620,20230615,26885,Victor Martin,SO59757,34.99
214,20231215,20231227,20231222,26888,Bruce Fernandez,SO73146,34.99
214,20230303,20230315,20230310,26898,Ashley Simmons,SO53815,34.99
214,20230924,20231006,20231001,26900,Rosa Sun,SO66981,34.99
214,20230508,20230520,20230515,26902,Clifford Mehta,SO57671,34.99
214,20230301,20230313,20230308,26909,Christine Nath,SO53699,34.99
214,20230627,20230709,20230704,26910,Kristina Kovar,SO61027,34.99
214,20230620,20230702,20230627,26914,Cindy Prasad,SO60558,34.99
214,20230320,20230401,20230327,26930,Sharon Andersen,SO54758,34.99
214,20230615,20230627,20230622,26932,Kristina Raman,SO60248,34.99
214,20230619,20230701,20230626,26941,Gerald Vazquez,SO60499,34.99
214,20230530,20230611,20230606,26945,Katelyn Hill,SO59119,34.99
214,20230603,20230615,20230610,26947,Suzanne Ma,SO59401,34.99
214,20230717,20230729,20230724,26960,Jose Thomas,SO62339,34.99
214,20230727,20230808,20230803,26966,Cedric Zhang,SO62943,34.99
214,20230819,20230831,20230826,26970,Kara Rai,SO64572,34.99
214,20230721,20230802,20230728,26974,Philip Suarez,SO62564,34.99
214,20230720,20230801,20230727,26976,Erik Serrano,SO62514,34.99
214,20230903,20230915,20230910,26979,Christy Jai,SO65678,34.99
214,20231227,20240108,20240103,26983,Adriana Vance,SO74087,34.99
214,20231207,20231219,20231214,26984,Manuel Prasad,SO72575,34.99
214,20230313,20230325,20230320,26986,Riley Watson,SO54372,34.99
214,20230322,20230403,20230329,26987,Roy Lopez,SO54874,34.99
214,20230723,20230804,20230730,26992,Brad Andersen,SO62689,34.99
214,20230926,20231008,20231003,27017,Jonathan Thompson,SO67135,34.99
214,20230701,20230713,20230708,27065,Jordan Wright,SO61329,34.99
214,20231220,20240101,20231227,27070,Nathan Davis,SO73521,34.99
214,20230920,20231002,20230927,27103,Chloe Brooks,SO66752,34.99
214,20230825,20230906,20230901,27123,Jaclyn Xie,SO64933,34.99
214,20230831,20230912,20230907,27134,Glenn Chen,SO65493,34.99
214,20230812,20230824,20230819,27141,Tonya Anand,SO64114,34.99
214,20230316,20230328,20230323,27143,Alvin Deng,SO54523,34.99
214,20230315,20230327,20230322,27155,Eric Hall,SO54461,34.99
214,20230830,20230911,20230906,27159,Veronica Rodriguez,SO65434,34.99
214,20231017,20231029,20231024,27166,Trisha Ye,SO68601,34.99
214,20230811,20230823,20230818,27171,Kristi Gill,SO64048,34.99
214,20231021,20231102,20231028,27199,Jesse Wright,SO68873,34.99
214,20231025,20231106,20231101,27201,Jose Taylor,SO69149,34.99
214,20231225,20240106,20240101,27208,David Chen,SO73893,34.99
214,20231114,20231126,20231121,27238,Jesse Hernandez,SO70769,34.99
214,20231020,20231101,20231027,27273,Marcus Miller,SO68796,34.99
214,20231004,20231016,20231011,27294,Ana Bradley,SO67751,34.99
214,20230718,20230730,20230725,27307,Andre Prasad,SO62372,34.99
214,20231018,20231030,20231025,27310,Isabella Hill,SO68653,34.99
214,20230609,20230621,20230616,27353,Gilbert Andersen,SO59816,34.99
214,20231230,20240111,20240106,27372,Andre Sai,SO74193,34.99
214,20231118,20231130,20231125,27381,Miguel Sanz,SO71034,34.99
214,20230916,20230928,20230923,27385,Jonathon Ramos,SO66449,34.99
214,20230903,20230915,20230910,27408,Tabitha Sanchez,SO65645,34.99
214,20231005,20231017,20231012,27422,Evan Gonzalez,SO67788,34.99
214,20231008,20231020,20231015,27447,Miranda Hayes,SO68017,34.99
214,20231001,20231013,20231008,27453,Carson Henderson,SO67559,34.99
214,20231215,20231227,20231222,27470,Raquel Dominguez,SO73182,34.99
214,20231215,20231227,20231222,27483,Thomas Shan,SO73183,34.99
214,20230702,20230714,20230709,27500,Luis Hill,SO61426,34.99
214,20230320,20230401,20230327,27509,Zachary Johnson,SO54726,34.99
214,20231020,20231101,20231027,27527,Tina Sanchez,SO68795,34.99
214,20231029,20231110,20231105,27541,Samantha Martin,SO69637,34.99
214,20230526,20230607,20230602,27564,Kevin Lal,SO58651,34.99
214,20231106,20231118,20231113,27568,Miguel Evans,SO70232,34.99
214,20231111,20231123,20231118,27573,Hunter Lal,SO70583,34.99
214,20230821,20230902,20230828,27584,Tina Malhotra,SO64718,34.99
214,20231218,20231230,20231225,27595,Jamie Wu,SO73342,34.99
214,20231119,20231201,20231126,27651,Jeremy Murphy,SO71138,34.99
214,20231128,20231210,20231205,27667,Jessica Sanchez,SO71763,34.99
214,20231106,20231118,20231113,27669,Katelyn Allen,SO70235,34.99
214,20231113,20231125,20231120,27671,Jeremiah Martinez,SO70735,34.99
214,20230901,20230913,20230908,27683,Alexandra Reed,SO65513,34.99
214,20231213,20231225,20231220,27685,Alfredo Torres,SO72960,34.99
214,20230902,20230914,20230909,27709,Clifford Lopez,SO65612,34.99
214,20231201,20231213,20231208,27747,Edward Henderson,SO72078,34.99
214,20231005,20231017,20231012,27771,Terrance Subram,SO67821,34.99
214,20231120,20231202,20231127,27773,Alan Li,SO71187,34.99
214,20230827,20230908,20230903,27781,Allen Sai,SO65086,34.99
214,20230225,20230309,20230304,27782,Mason Hernandez,SO53320,34.99
214,20230724,20230805,20230731,27785,Sebastian Bell,SO62728,34.99
214,20231111,20231123,20231118,27805,Barbara Ye,SO70558,34.99
214,20230818,20230830,20230825,27812,Alison Lal,SO64495,34.99
214,20230212,20230224,20230219,27821,Leonard Deng,SO52668,34.99
214,20230705,20230717,20230712,27823,Joan Gao,SO61593,34.99
214,20231203,20231215,20231210,27829,Jorge Wang,SO72231,34.99
214,20230530,20230611,20230606,27840,John Johnson,SO59107,34.99
214,20231107,20231119,20231114,27849,Dalton Adams,SO70282,34.99
214,20230408,20230420,20230415,27851,Diana Martin,SO55903,34.99
214,20230911,20230923,20230918,27852,Jamie Ramos,SO66204,34.99
214,20230314,20230326,20230321,27857,Brandi Munoz,SO54410,34.99
214,20230412,20230424,20230419,27859,Danny Carlson,SO56107,34.99
214,20230929,20231011,20231006,27868,Jessie Rubio,SO67417,34.99
214,20231112,20231124,20231119,27870,Ryan Davis,SO70673,34.99
214,20230412,20230424,20230419,27882,Franklin Hu,SO56108,34.99
214,20231106,20231118,20231113,27886,Denise Gonzalez,SO70201,34.99
214,20230518,20230530,20230525,27900,Toni Prasad,SO58237,34.99
214,20230419,20230501,20230426,27901,Mariah Cooper,SO56482,34.99
214,20231219,20231231,20231226,27912,Caitlin Ramirez,SO73433,34.99
214,20231015,20231027,20231022,27915,Jordan Green,SO68416,34.99
214,20231019,20231031,20231026,27922,Isabella King,SO68694,34.99
214,20230410,20230422,20230417,27939,Lawrence Navarro,SO56001,34.99
214,20230821,20230902,20230828,27954,Brenda Saunders,SO64709,34.99
214,20230324,20230405,20230331,27966,Jenny Chen,SO54960,34.99
214,20230202,20230214,20230209,27968,Roger Xu,SO52116,34.99
214,20230131,20230212,20230207,27981,Aimee Hu,SO52027,34.99
214,20231110,20231122,20231117,27999,Nathan Shan,SO70473,34.99
214,20231013,20231025,20231020,28001,Sydney Rodriguez,SO68287,34.99
214,20230508,20230520,20230515,28020,Lucas Griffin,SO57640,34.99
214,20230824,20230905,20230831,28029,Seth Price,SO64867,34.99
214,20230808,20230820,20230815,28060,Blake Rodriguez,SO63838,34.99
214,20231124,20231206,20231201,28066,Justin Taylor,SO71477,34.99
214,20231130,20231212,20231207,28079,Haley Phillips,SO72027,34.99
214,20231226,20240107,20240102,28099,Jesse Turner,SO74007,34.99
214,20230312,20230324,20230319,28110,Cassandra Sai,SO54315,34.99
214,20231222,20240103,20231229,28118,Briana Jiménez,SO73714,34.99
214,20230525,20230606,20230601,28122,Gabriel King,SO58601,34.99
214,20230707,20230719,20230714,28146,Gavin Washington,SO61676,34.99
214,20240115,20240127,20240122,28174,Marco Subram,SO74696,34.99
214,20230713,20230725,20230720,28187,Aaron Chen,SO62037,34.99
214,20230119,20230131,20230126,28201,Tyler Martinez,SO51537,34.99
214,20221231,20230112,20230107,28204,Peter Xu,SO51234,34.99
214,20231124,20231206,20231201,28219,Chad Goel,SO71431,34.99
214,20230705,20230717,20230712,28225,Robert Ross,SO61554,34.99
214,20230827,20230908,20230903,28227,Caleb Wang,SO65037,34.99
214,20231222,20240103,20231229,28243,Marcus Cook,SO73699,34.99
214,20231119,20231201,20231126,28263,Jonathan Lee,SO71108,34.99
214,20230228,20230312,20230307,28267,Jordan Young,SO53630,34.99
214,20231112,20231124,20231119,28272,Hunter Jai,SO70626,34.99
214,20231221,20240102,20231228,28283,Rachel Long,SO73603,34.99
214,20230718,20230730,20230725,28303,Justin Lewis,SO62348,34.99
214,20230307,20230319,20230314,28304,Colleen Zeng,SO53984,34.99
214,20230503,20230515,20230510,28308,Hector Serrano,SO57416,34.99
214,20230220,20230304,20230227,28309,Julie Lal,SO53059,34.99
214,20230520,20230601,20230527,28313,Brett Perez,SO58339,34.99
214,20230719,20230731,20230726,28351,Donald Rodriguez,SO62470,34.99
214,20230426,20230508,20230503,28365,Stacey Zhao,SO56850,34.99
214,20231010,20231022,20231017,28367,Jerome Johnsen,SO68147,34.99
214,20230511,20230523,20230518,28369,Carolyn Moreno,SO57830,34.99
214,20231118,20231130,20231125,28387,Roberto Alvarez,SO71088,34.99
214,20230709,20230721,20230716,28398,Shawn Lal,SO61817,34.99
214,20230527,20230608,20230603,28403,Jaclyn Sharma,SO58773,34.99
214,20230212,20230224,20230219,28450,Nelson Martin,SO52648,34.99
214,20230512,20230524,20230519,28468,Melody Harrison,SO57877,34.99
214,20230814,20230826,20230821,28509,Audrey Diaz,SO64218,34.99
214,20231113,20231125,20231120,28520,Susan Liang,SO70743,34.99
214,20231223,20240104,20231230,28525,Dominic Rodriguez,SO73781,34.99
214,20231221,20240102,20231228,28526,Luke Yang,SO73608,34.99
214,20231024,20231105,20231031,28556,Isabel Gonzales,SO69084,34.99
214,20231130,20231212,20231207,28558,Dawn Stone,SO72033,34.99
214,20231112,20231124,20231119,28569,Dustin Jai,SO70665,34.99
214,20230727,20230808,20230803,28591,Mary Collins,SO62877,34.99
214,20230815,20230827,20230822,28622,Julia Cooper,SO64259,34.99
214,20240123,20240204,20240130,28634,Nathan Mitchell,SO74944,34.99
214,20231124,20231206,20231201,28665,Donna Anand,SO71475,34.99
214,20230110,20230122,20230117,28672,Blake Johnson,SO51400,34.99
214,20231214,20231226,20231221,28693,Tamara Chande,SO73093,34.99
214,20230807,20230819,20230814,28696,Robin Navarro,SO63794,34.99
214,20230909,20230921,20230916,28703,Felicia Suarez,SO66075,34.99
214,20230829,20230910,20230905,28704,Roy Ruiz,SO65393,34.99
214,20231002,20231014,20231009,28705,Ashley Powell,SO67622,34.99
214,20231213,20231225,20231220,28713,Franklin Nath,SO73023,34.99
214,20230225,20230309,20230304,28714,Arturo Gao,SO53335,34.99
214,20230202,20230214,20230209,28720,Candice Liu,SO52149,34.99
214,20230929,20231011,20231006,28734,Briana Moreno,SO67412,34.99
214,20230826,20230907,20230902,28738,Lori Romero,SO64993,34.99
214,20231215,20231227,20231222,28741,Bruce Dominguez,SO73176,34.99
214,20230930,20231012,20231007,28742,Erick Vance,SO67476,34.99
214,20230621,20230703,20230628,28785,Jose Foster,SO60566,34.99
214,20230529,20230610,20230605,28859,Micah Cai,SO58892,34.99
214,20240105,20240117,20240112,28863,Allison Bell,SO74378,34.99
214,20230428,20230510,20230505,28866,Aaron Adams,SO56918,34.99
214,20230613,20230625,20230620,28881,Allen Kapoor,SO60088,34.99
214,20231203,20231215,20231210,28886,Franklin Jai,SO72235,34.99
214,20230306,20230318,20230313,28898,Melanie Patterson,SO53953,34.99
214,20231212,20231224,20231219,28932,Marshall Ashe,SO72860,34.99
214,20230701,20230713,20230708,28943,Arthur Martin,SO61320,34.99
214,20230301,20230313,20230308,28948,Valerie Ye,SO53709,34.99
214,20230204,20230216,20230211,29014,Ryan Powell,SO52225,34.99
214,20231119,20231201,20231126,29018,Drew Luo,SO71109,34.99
214,20230602,20230614,20230609,29019,Isaiah Morris,SO59333,34.99
214,20230930,20231012,20231007,29022,Sydney Diaz,SO67434,34.99
214,20231110,20231122,20231117,29031,Brandon Chen,SO70470,34.99
214,20230206,20230218,20230213,29040,Colleen Liu,SO52336,34.99
214,20230621,20230703,20230628,29048,William Harris,SO60615,34.99
214,20230405,20230417,20230412,29049,Kelly Simmons,SO55693,34.99
214,20230515,20230527,20230522,29053,Nelson Gomez,SO58032,34.99
214,20230430,20230512,20230507,29073,Melanie Barnes,SO57200,34.99
214,20231107,20231119,20231114,29077,Blake Henderson,SO70262,34.99
214,20230818,20230830,20230825,29078,Victoria Sanders,SO64478,34.99
214,20230128,20230209,20230204,29079,Brian Rogers,SO51888,34.99
214,20230808,20230820,20230815,29095,Jaime Jimenez,SO63877,34.99
214,20230807,20230819,20230814,29096,Margaret Stewart,SO63822,34.99
214,20230401,20230413,20230408,29103,Karl Raji,SO55498,34.99
214,20230424,20230506,20230501,29113,Alícia Anand,SO56748,34.99
214,20230125,20230206,20230201,29137,Jack Allen,SO51653,34.99
214,20231023,20231104,20231030,29187,Jerome Ramos,SO69004,34.99
214,20230423,20230505,20230430,29192,Jessica Ramirez,SO56686,34.99
214,20230907,20230919,20230914,29229,Lance Moreno,SO65909,34.99
214,20230812,20230824,20230819,29237,Jennifer Jenkins,SO64109,34.99
214,20230909,20230921,20230916,29242,Blake Thomas,SO66065,34.99
214,20230910,20230922,20230917,29260,Ricky Carlson,SO66098,34.99
214,20230302,20230314,20230309,29277,Samantha Mohamed,SO53770,34.99
214,20231105,20231117,20231112,29296,Nichole Luo,SO70097,34.99
214,20230523,20230604,20230530,29303,Arturo Pal,SO58534,34.99
214,20230510,20230522,20230517,29315,Jill Gomez,SO57751,34.99
214,20230513,20230525,20230520,29316,Max Romero,SO57942,34.99
214,20230909,20230921,20230916,29330,Alexa Ward,SO66033,34.99
214,20230226,20230310,20230305,29347,Jonathan Edwards,SO53361,34.99
214,20231113,20231125,20231120,29359,Harold Fernandez,SO70725,34.99
214,20231104,20231116,20231111,29363,Cristina Jai,SO70067,34.99
214,20231111,20231123,20231118,29362,Emmanuel Chandra,SO70573,34.99
214,20231120,20231202,20231127,29366,Dominic Patel,SO71189,34.99
214,20231121,20231203,20231128,29367,Randy Ye,SO71259,34.99
214,20231031,20231112,20231107,29371,Matthew Walker,SO69771,34.99
214,20231223,20240104,20231230,29381,Melvin Shen,SO73760,34.99
214,20230801,20230813,20230808,29406,Melissa Ward,SO63396,34.99
214,20230322,20230403,20230329,29412,Melinda Gutierrez,SO54877,34.99
214,20230914,20230926,20230921,29458,Danny Moreno,SO66371,34.99
214,20231020,20231101,20231027,29465,Roy Gill,SO68808,34.99
214,20230604,20230616,20230611,29468,Jacqueline Morris,SO59484,34.99
214,20230603,20230615,20230610,29473,Carmen Subram,SO59402,34.99
214,20230503,20230515,20230510,11000,Jon Yang,SO57418,34.99
214,20230122,20230203,20230129,11004,Elizabeth Johnson,SO51595,34.99
214,20230319,20230331,20230326,11007,Marco Mehta,SO54705,34.99
214,20230302,20230314,20230309,11008,Rob Verhoff,SO53765,34.99
214,20231026,20231107,20231102,11019,Luke Lal,SO69177,34.99
214,20231029,20231110,20231105,11046,Christine Yuan,SO69653,34.99
214,20230309,20230321,20230316,11049,Carol Rai,SO54129,34.99
214,20230530,20230611,20230606,11054,Deanna Munoz,SO59127,34.99
214,20230625,20230707,20230702,11060,Jon Zhou,SO60884,34.99
214,20221231,20230112,20230107,11061,Todd Gao,SO51237,34.99
214,20230612,20230624,20230619,11077,Leah Ye,SO60042,34.99
214,20230215,20230227,20230222,11078,Gina Martin,SO52789,34.99
214,20240105,20240117,20240112,11091,Dalton Perez,SO74373,34.99
214,20231028,20231109,20231104,11091,Dalton Perez,SO69332,34.99
214,20230911,20230923,20230918,11091,Dalton Perez,SO66157,34.99
214,20230608,20230620,20230615,11093,Aimee He,SO59760,34.99
214,20230724,20230805,20230731,11097,Edwin Nara,SO62750,34.99
214,20230606,20230618,20230613,11103,Cassie Chande,SO59636,34.99
214,20230902,20230914,20230909,11112,Crystal Wang,SO65625,34.99
214,20231226,20240107,20240102,11114,Leslie Moreno,SO73942,34.99
214,20230724,20230805,20230731,11114,Leslie Moreno,SO62700,34.99
214,20230712,20230724,20230719,11116,Clinton Carlson,SO61977,34.99
214,20230928,20231010,20231005,11141,Nicole Ramirez,SO67234,34.99
214,20240101,20240113,20240108,11142,Eduardo Patterson,SO74272,34.99
214,20230716,20230728,20230723,11142,Eduardo Patterson,SO62247,34.99
214,20230301,20230313,20230308,11142,Eduardo Patterson,SO53684,34.99
214,20230429,20230511,20230506,11147,Ernest Wu,SO57004,34.99
214,20231203,20231215,20231210,11148,Ross Vazquez,SO72191,34.99
214,20230327,20230408,20230403,11150,Russell Shen,SO55095,34.99
214,20230805,20230817,20230812,11164,Devin Brooks,SO63662,34.99
214,20231229,20240110,20240105,11170,Carol Howard,SO74158,34.99
214,20230410,20230422,20230417,11176,Mason Roberts,SO55982,34.99
214,20231014,20231026,20231021,11177,Jose Flores,SO68374,34.99
214,20230925,20231007,20231002,11180,April Anand,SO67055,34.99
214,20231231,20240112,20240107,11185,Ashley Henderson,SO74245,34.99
214,20230221,20230305,20230228,11185,Ashley Henderson,SO53092,34.99
214,20231118,20231130,20231125,11185,Ashley Henderson,SO71036,34.99
214,20230925,20231007,20231002,11185,Ashley Henderson,SO67018,34.99
214,20230811,20230823,20230818,11185,Ashley Henderson,SO64008,34.99
214,20230317,20230329,20230324,11185,Ashley Henderson,SO54550,34.99
214,20231101,20231113,20231108,11188,Catherine Morris,SO69830,34.99
214,20231208,20231220,20231215,11194,Jacqueline Price,SO72599,34.99
214,20230701,20230713,20230708,11201,Amanda Foster,SO61351,34.99
214,20231003,20231015,20231010,11211,Samantha Russell,SO67652,34.99
214,20230922,20231004,20230929,11211,Samantha Russell,SO66842,34.99
214,20240117,20240129,20240124,11212,Chloe Campbell,SO74759,34.99
214,20230909,20230921,20230916,11213,Stephanie Murphy,SO66048,34.99
214,20230205,20230217,20230212,11216,Jasmine Torres,SO52322,34.99
214,20231010,20231022,20231017,11223,Hailey Patterson,SO68091,34.99
214,20230823,20230904,20230830,11223,Hailey Patterson,SO64809,34.99
214,20230706,20230718,20230713,11223,Hailey Patterson,SO61614,34.99
214,20230322,20230403,20230329,11223,Hailey Patterson,SO54836,34.99
214,20230422,20230504,20230429,11223,Hailey Patterson,SO56612,34.99
214,20230501,20230513,20230508,11223,Hailey Patterson,SO57253,34.99
214,20230127,20230208,20230203,11224,Tiffany Li,SO51678,34.99
214,20240125,20240206,20240201,11229,Adrian Stewart,SO75004,34.99
214,20230901,20230913,20230908,11237,Clarence Anand,SO65557,34.99
214,20230312,20230324,20230319,11238,Mayra Prasad,SO54301,34.99
214,20221229,20230110,20230105,11241,Lisa Cai,SO51192,34.99
214,20230512,20230524,20230519,11241,Lisa Cai,SO57891,34.99
214,20230404,20230416,20230411,11241,Lisa Cai,SO55623,34.99
214,20231204,20231216,20231211,11242,Larry Munoz,SO72324,34.99
214,20230112,20230124,20230119,11243,Robin Alvarez,SO51427,34.99
214,20230719,20230731,20230726,11244,Alexis Coleman,SO62467,34.99
214,20230324,20230405,20230331,11244,Alexis Coleman,SO54970,34.99
214,20230916,20230928,20230923,11246,Latasha Rubio,SO66482,34.99
214,20230208,20230220,20230215,11250,Shannon Liu,SO52410,34.99
214,20230628,20230710,20230705,11250,Shannon Liu,SO61078,34.99
214,20230331,20230412,20230407,11255,Colin Lin,SO55400,34.99
214,20231214,20231226,20231221,11257,Jacqueline Powell,SO73079,34.99
214,20231207,20231219,20231214,11262,Jennifer Simmons,SO72527,34.99
214,20231024,20231105,20231031,11262,Jennifer Simmons,SO69033,34.99
214,20230122,20230203,20230129,11271,Danielle Reed,SO51590,34.99
214,20230209,20230221,20230216,11276,Nancy Chapman,SO52473,34.99
214,20240122,20240203,20240129,11276,Nancy Chapman,SO74923,34.99
214,20231230,20240111,20240106,11276,Nancy Chapman,SO74196,34.99
214,20230202,20230214,20230209,11277,Charles Jackson,SO52113,34.99
214,20230220,20230304,20230227,11277,Charles Jackson,SO53023,34.99
214,20231025,20231106,20231101,11277,Charles Jackson,SO69104,34.99
214,20230701,20230713,20230708,11280,Robert Collins,SO61350,34.99
214,20230129,20230210,20230205,11287,Henry Garcia,SO51936,34.99
214,20231111,20231123,20231118,11287,Henry Garcia,SO70525,34.99
214,20230821,20230902,20230828,11288,Cindy Sanchez,SO64710,34.99
214,20230127,20230208,20230203,11290,Katelyn Sanchez,SO51677,34.99
214,20231114,20231126,20231121,11300,Fernando Barnes,SO70767,34.99
214,20230208,20230220,20230215,11307,Hunter Rodriguez,SO52452,34.99
214,20230907,20230919,20230914,11308,Ian Gonzales,SO65923,34.99
214,20231224,20240105,20231231,11310,Erin Sanders,SO73833,34.99
214,20230220,20230304,20230227,11326,Rafael Xie,SO53055,34.99
214,20231129,20231211,20231206,11330,Ryan Thompson,SO71965,34.99
214,20230721,20230802,20230728,11330,Ryan Thompson,SO62542,34.99
214,20230826,20230907,20230902,11330,Ryan Thompson,SO64950,34.99
214,20221230,20230111,20230106,11338,Frank Navarro,SO51207,34.99
214,20230125,20230206,20230201,11339,Dennis She,SO51641,34.99
214,20230227,20230311,20230306,11343,Arthur Carlson,SO53399,34.99
214,20231031,20231112,20231107,11356,Terrence Carson,SO69791,34.99
214,20230614,20230626,20230621,11357,Ramon Ye,SO60178,34.99
214,20230728,20230809,20230804,11359,Jarrod Prasad,SO62999,34.99
214,20231227,20240108,20240103,11369,Ashlee Tang,SO74032,34.99
214,20230415,20230427,20230422,11374,Jimmy Ortega,SO56252,34.99
214,20240101,20240113,20240108,11383,Marie Gill,SO74275,34.99
214,20231102,20231114,20231109,11386,Jaclyn Cai,SO69900,34.99
214,20230120,20230201,20230127,11387,Megan Ramirez,SO51550,34.99
214,20231117,20231129,20231124,11389,Karl Shan,SO70972,34.99
214,20230802,20230814,20230809,11394,George McDonald,SO63493,34.99
214,20230128,20230209,20230204,11409,Jacqueline Hayes,SO51877,34.99
214,20230204,20230216,20230211,11410,Maurice Goel,SO52213,34.99
214,20230915,20230927,20230922,11414,Ian Richardson,SO66412,34.99
214,20231215,20231227,20231222,11417,Lacey Zheng,SO73177,34.99
214,20230817,20230829,20230824,11417,Lacey Zheng,SO64450,34.99
214,20230602,20230614,20230609,11417,Lacey Zheng,SO59283,34.99
214,20231110,20231122,20231117,11420,Jordan Turner,SO70507,34.99
214,20230708,20230720,20230715,11425,Ariana Gray,SO61734,34.99
214,20230409,20230421,20230416,11426,Kristopher Mehta,SO55952,34.99
214,20231201,20231213,20231208,11429,Marco Lopez,SO72122,34.99
214,20231225,20240106,20240101,11432,Dominique Prasad,SO73877,34.99
214,20230101,20230113,20230108,11433,Maurice Shan,SO51259,34.99
214,20230615,20230627,20230622,11434,Andre Lopez,SO60216,34.99
214,20230122,20230203,20230129,11439,Janet Munoz,SO51602,34.99
214,20231001,20231013,20231008,11443,Grace Griffin,SO67574,34.99
214,20230605,20230617,20230612,11451,Ruben Muñoz,SO59578,34.99
214,20230102,20230114,20230109,11456,Jon Gao,SO51267,34.99
214,20230725,20230806,20230801,11462,Laura Lin,SO62818,34.99
214,20230701,20230713,20230708,11464,Alejandro Huang,SO61370,34.99
214,20230605,20230617,20230612,11466,Grant Tang,SO59499,34.99
214,20230925,20231007,20231002,11477,Tristan Hughes,SO67061,34.99
214,20230204,20230216,20230211,11483,Calvin Chande,SO52214,34.99
214,20230205,20230217,20230212,11494,Jimmy Gutierrez,SO52282,34.99
214,20230202,20230214,20230209,11496,Gary Ortega,SO52112,34.99
214,20231104,20231116,20231111,11497,Katrina Nath,SO70059,34.99
214,20231111,20231123,20231118,11498,Arturo Sun,SO70559,34.99
214,20231007,20231019,20231014,11498,Arturo Sun,SO67918,34.99
214,20231203,20231215,20231210,11498,Arturo Sun,SO72187,34.99
214,20230806,20230818,20230813,11500,Sarah Simmons,SO63706,34.99
214,20231023,20231104,20231030,11501,Brandy Chandra,SO68967,34.99
214,20230327,20230408,20230403,11501,Brandy Chandra,SO55107,34.99
214,20230909,20230921,20230916,11506,Nicholas Brown,SO66035,34.99
214,20230523,20230604,20230530,11507,Isabella Russell,SO58489,34.99
214,20230419,20230501,20230426,11507,Isabella Russell,SO56450,34.99
214,20230731,20230812,20230807,11519,Jerome Navarro,SO63305,34.99
214,20230804,20230816,20230811,11519,Jerome Navarro,SO63569,34.99
214,20230408,20230420,20230415,11519,Jerome Navarro,SO55885,34.99
214,20230331,20230412,20230407,11520,Jada Morgan,SO55428,34.99
214,20230916,20230928,20230923,11530,Andrew Martinez,SO66447,34.99
214,20230416,20230428,20230423,11530,Andrew Martinez,SO56283,34.99
214,20230828,20230909,20230904,11544,Joel Garcia,SO65130,34.99
214,20231212,20231224,20231219,11549,Crystal Liang,SO72911,34.99
214,20230508,20230520,20230515,11554,Sydney Simmons,SO57663,34.99
214,20230829,20230910,20230905,11566,April Shan,SO65367,34.99
214,20230820,20230901,20230827,11566,April Shan,SO64645,34.99
214,20230529,20230610,20230605,11566,April Shan,SO58875,34.99
214,20230403,20230415,20230410,11566,April Shan,SO55588,34.99
